jnstrans|date|txn|idr|bln|mth
VISA - LOCAL|10/28/2019|57|62850000|OCT2019|2019-10
VISA - INTERNATIONAL|10/28/2019|1750|2094750000|OCT2019|2019-10
PLUS - LOCAL|10/28/2019|143|155000000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/28/2019|2499|3028550000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/28/2019|8475|9858100000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/28/2019|1402|1384100000|OCT2019|2019-10
VISA - LOCAL|10/29/2019|74|80950000|OCT2019|2019-10
VISA - INTERNATIONAL|10/29/2019|1698|1970300000|OCT2019|2019-10
PLUS - LOCAL|10/29/2019|176|185800000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/29/2019|2445|2913550000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/29/2019|2822|3520900000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/29/2019|508|578850000|OCT2019|2019-10
VISA - LOCAL|10/30/2019|68|78650000|OCT2019|2019-10
VISA - INTERNATIONAL|10/30/2019|1728|1920600000|OCT2019|2019-10
PLUS - LOCAL|10/30/2019|142|150950000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/30/2019|2507|3091450000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/30/2019|2971|3606100000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/30/2019|532|617450000|OCT2019|2019-10
VISA - LOCAL|10/31/2019|63|70550000|OCT2019|2019-10
VISA - INTERNATIONAL|10/31/2019|1835|2153500000|OCT2019|2019-10
PLUS - LOCAL|10/31/2019|183|220050000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/31/2019|2613|3400400000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/31/2019|3079|3926450000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/31/2019|519|616850000|OCT2019|2019-10
VISA - LOCAL|11/01/2019|63|75800000|NOV2019|2019-11
VISA - INTERNATIONAL|11/01/2019|1715|1928850000|NOV2019|2019-11
PLUS - LOCAL|11/01/2019|175|186500000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/01/2019|2594|3249000000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/01/2019|2891|3611200000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/01/2019|610|722850000|NOV2019|2019-11
VISA - LOCAL|11/02/2019|47|45350000|NOV2019|2019-11
VISA - INTERNATIONAL|11/02/2019|1772|1940150000|NOV2019|2019-11
PLUS - LOCAL|11/02/2019|152|176200000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/02/2019|2705|3216050000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/02/2019|2802|3329850000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/02/2019|597|709500000|NOV2019|2019-11
VISA - LOCAL|11/03/2019|62|60850000|NOV2019|2019-11
VISA - INTERNATIONAL|11/03/2019|1696|1833750000|NOV2019|2019-11
PLUS - LOCAL|11/03/2019|134|125200000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/03/2019|2460|2731350000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/03/2019|2748|3184200000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/03/2019|487|543750000|NOV2019|2019-11
VISA - LOCAL|11/04/2019|73|85250000|NOV2019|2019-11
VISA - INTERNATIONAL|11/04/2019|1674|1962900000|NOV2019|2019-11
PLUS - LOCAL|11/04/2019|194|221150000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/04/2019|2708|3279050000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/04/2019|8298|9911800000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/04/2019|1756|2074250000|NOV2019|2019-11
VISA - LOCAL|11/05/2019|70|84500000|NOV2019|2019-11
VISA - INTERNATIONAL|11/05/2019|1658|2048800000|NOV2019|2019-11
PLUS - LOCAL|11/05/2019|194|192600000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/05/2019|2642|3197900000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/05/2019|2777|3465100000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/05/2019|640|738250000|NOV2019|2019-11
VISA - LOCAL|11/06/2019|68|73600000|NOV2019|2019-11
VISA - INTERNATIONAL|11/06/2019|1672|1969900000|NOV2019|2019-11
PLUS - LOCAL|11/06/2019|224|262400000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/06/2019|2748|3434750000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/06/2019|2791|3401250000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/06/2019|649|778500000|NOV2019|2019-11
VISA - LOCAL|11/07/2019|69|71450000|NOV2019|2019-11
VISA - INTERNATIONAL|11/07/2019|1647|1944350000|NOV2019|2019-11
PLUS - LOCAL|11/07/2019|218|264300000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/07/2019|2667|3217100000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/07/2019|2735|3338100000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/07/2019|747|830800000|NOV2019|2019-11
VISA - LOCAL|11/08/2019|71|76950000|NOV2019|2019-11
VISA - INTERNATIONAL|11/08/2019|1557|1805600000|NOV2019|2019-11
PLUS - LOCAL|11/08/2019|225|236850000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/08/2019|2746|3241900000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/08/2019|2828|3456950000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/08/2019|696|786750000|NOV2019|2019-11
VISA - LOCAL|11/09/2019|83|96450000|NOV2019|2019-11
VISA - INTERNATIONAL|11/09/2019|1634|1815100000|NOV2019|2019-11
PLUS - LOCAL|11/09/2019|213|233100000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/09/2019|2563|2834800000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/09/2019|2776|3199400000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/09/2019|641|674850000|NOV2019|2019-11
VISA - LOCAL|11/10/2019|62|55050000|NOV2019|2019-11
VISA - INTERNATIONAL|11/10/2019|1553|1757450000|NOV2019|2019-11
PLUS - LOCAL|11/10/2019|199|188650000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/10/2019|2461|2679150000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/10/2019|2453|2739550000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/10/2019|567|528750000|NOV2019|2019-11
VISA - LOCAL|11/11/2019|92|97400000|NOV2019|2019-11
VISA - INTERNATIONAL|11/11/2019|2147|2974650000|NOV2019|2019-11
PLUS - LOCAL|11/11/2019|241|278550000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/11/2019|2848|3418750000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/11/2019|7189|8396450000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/11/2019|1920|1945200000|NOV2019|2019-11
VISA - LOCAL|11/12/2019|64|74750000|NOV2019|2019-11
VISA - INTERNATIONAL|11/12/2019|1657|2006050000|NOV2019|2019-11
PLUS - LOCAL|11/12/2019|201|222400000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/12/2019|2536|2931050000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/12/2019|731|845750000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/12/2019|683|748050000|NOV2019|2019-11
VISA - LOCAL|11/13/2019|69|71900000|NOV2019|2019-11
VISA - INTERNATIONAL|11/13/2019|1721|2094350000|NOV2019|2019-11
PLUS - LOCAL|11/13/2019|196|199300000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/13/2019|2561|2941100000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/13/2019|735|891350000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/13/2019|594|608750000|NOV2019|2019-11
VISA - LOCAL|11/14/2019|67|69050000|NOV2019|2019-11
VISA - INTERNATIONAL|11/14/2019|1596|1957650000|NOV2019|2019-11
PLUS - LOCAL|11/14/2019|185|176050000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/14/2019|2634|3076600000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/14/2019|739|889100000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/14/2019|618|674400000|NOV2019|2019-11
VISA - LOCAL|11/15/2019|91|99600000|NOV2019|2019-11
VISA - INTERNATIONAL|11/15/2019|1634|1984750000|NOV2019|2019-11
PLUS - LOCAL|11/15/2019|234|229500000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/15/2019|2727|3129050000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/15/2019|806|1064950000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/15/2019|635|662350000|NOV2019|2019-11
VISA - LOCAL|11/16/2019|61|56400000|NOV2019|2019-11
VISA - INTERNATIONAL|11/16/2019|1754|1995550000|NOV2019|2019-11
PLUS - LOCAL|11/16/2019|235|212400000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/16/2019|2614|2924200000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/16/2019|748|853450000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/16/2019|586|554600000|NOV2019|2019-11
VISA - LOCAL|11/17/2019|67|48700000|NOV2019|2019-11
VISA - INTERNATIONAL|11/17/2019|1545|1782550000|NOV2019|2019-11
PLUS - LOCAL|11/17/2019|194|169450000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/17/2019|2470|2699750000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/17/2019|781|928550000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/17/2019|619|530550000|NOV2019|2019-11
VISA - LOCAL|11/18/2019|49|40450000|NOV2019|2019-11
VISA - INTERNATIONAL|11/18/2019|1566|1816350000|NOV2019|2019-11
PLUS - LOCAL|11/18/2019|194|194250000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/18/2019|2508|2856950000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/18/2019|3653|4419600000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/18/2019|1818|1666200000|NOV2019|2019-11
VISA - LOCAL|11/19/2019|77|75100000|NOV2019|2019-11
VISA - INTERNATIONAL|11/19/2019|1543|1759750000|NOV2019|2019-11
PLUS - LOCAL|11/19/2019|188|178800000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/19/2019|2583|3061800000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/19/2019|1653|2215800000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/19/2019|546|544850000|NOV2019|2019-11
VISA - LOCAL|11/20/2019|78|66900000|NOV2019|2019-11
VISA - INTERNATIONAL|11/20/2019|1652|2038350000|NOV2019|2019-11
PLUS - LOCAL|11/20/2019|197|196450000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/20/2019|2600|3036450000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/20/2019|1400|1803950000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/20/2019|563|541950000|NOV2019|2019-11
VISA - LOCAL|11/21/2019|62|57950000|NOV2019|2019-11
VISA - INTERNATIONAL|11/21/2019|1573|1812700000|NOV2019|2019-11
PLUS - LOCAL|11/21/2019|162|171950000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/21/2019|2624|3073850000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/21/2019|828|1054450000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/21/2019|606|637700000|NOV2019|2019-11
VISA - LOCAL|11/22/2019|78|73000000|NOV2019|2019-11
VISA - INTERNATIONAL|11/22/2019|1579|1874550000|NOV2019|2019-11
PLUS - LOCAL|11/22/2019|205|197550000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/22/2019|2592|2974000000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/22/2019|803|977650000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/22/2019|624|574600000|NOV2019|2019-11
VISA - LOCAL|11/23/2019|73|66500000|NOV2019|2019-11
VISA - INTERNATIONAL|11/23/2019|1502|1709900000|NOV2019|2019-11
PLUS - LOCAL|11/23/2019|203|202000000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/23/2019|2496|2844400000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/23/2019|768|909750000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/23/2019|592|626100000|NOV2019|2019-11
VISA - LOCAL|11/24/2019|59|51150000|NOV2019|2019-11
VISA - INTERNATIONAL|11/24/2019|1470|1589550000|NOV2019|2019-11
PLUS - LOCAL|11/24/2019|199|166000000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/24/2019|2365|2623950000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/24/2019|618|687900000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/24/2019|557|521050000|NOV2019|2019-11
VISA - LOCAL|11/25/2019|67|85350000|NOV2019|2019-11
VISA - INTERNATIONAL|11/25/2019|1526|1752050000|NOV2019|2019-11
PLUS - LOCAL|11/25/2019|166|148800000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/25/2019|2685|3324500000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/25/2019|2145|2508700000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/25/2019|1705|1736950000|NOV2019|2019-11
VISA - LOCAL|11/26/2019|62|62350000|NOV2019|2019-11
VISA - INTERNATIONAL|11/26/2019|1395|1616550000|NOV2019|2019-11
PLUS - LOCAL|11/26/2019|187|197150000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/26/2019|2467|3018500000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/26/2019|834|1104850000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/26/2019|504|584000000|NOV2019|2019-11
VISA - LOCAL|11/27/2019|66|71300000|NOV2019|2019-11
VISA - INTERNATIONAL|11/27/2019|1477|1715950000|NOV2019|2019-11
PLUS - LOCAL|11/27/2019|202|210100000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/27/2019|2269|2854400000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/27/2019|744|1013500000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/27/2019|510|552700000|NOV2019|2019-11
VISA - LOCAL|11/28/2019|46|42050000|NOV2019|2019-11
VISA - INTERNATIONAL|11/28/2019|1527|1844300000|NOV2019|2019-11
PLUS - LOCAL|11/28/2019|141|164100000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/28/2019|2555|3147050000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/28/2019|732|919000000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/28/2019|523|648450000|NOV2019|2019-11
VISA - LOCAL|11/29/2019|55|63250000|NOV2019|2019-11
VISA - INTERNATIONAL|11/29/2019|1531|1829400000|NOV2019|2019-11
PLUS - LOCAL|11/29/2019|152|168600000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/29/2019|2671|3535350000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/29/2019|809|1048150000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/29/2019|473|592000000|NOV2019|2019-11
VISA - LOCAL|11/30/2019|58|62500000|NOV2019|2019-11
VISA - INTERNATIONAL|11/30/2019|1537|1716900000|NOV2019|2019-11
PLUS - LOCAL|11/30/2019|194|229100000|NOV2019|2019-11
PLUS - INTERNATIONAL|11/30/2019|2449|3131750000|NOV2019|2019-11
CIRRUS MASTER NON ISIS|11/30/2019|808|1030650000|NOV2019|2019-11
CIRRUS MASTER ISIS|11/30/2019|586|718800000|NOV2019|2019-11
VISA - LOCAL|12/01/2019|75|69800000|DEC2019|2019-12
VISA - INTERNATIONAL|12/01/2019|1483|1680350000|DEC2019|2019-12
PLUS - LOCAL|12/01/2019|162|180950000|DEC2019|2019-12
PLUS - INTERNATIONAL|12/01/2019|2563|3043700000|DEC2019|2019-12
CIRRUS MASTER NON ISIS|12/01/2019|736|896950000|DEC2019|2019-12
CIRRUS MASTER ISIS|12/01/2019|517|604300000|DEC2019|2019-12
VISA - LOCAL|12/02/2019|52|55950000|DEC2019|2019-12
VISA - INTERNATIONAL|12/02/2019|1592|1927000000|DEC2019|2019-12
PLUS - LOCAL|12/02/2019|193|228800000|DEC2019|2019-12
PLUS - INTERNATIONAL|12/02/2019|2702|3510700000|DEC2019|2019-12
CIRRUS MASTER NON ISIS|12/02/2019|2512|3257300000|DEC2019|2019-12
CIRRUS MASTER ISIS|12/02/2019|1674|1996200000|DEC2019|2019-12
VISA - LOCAL|12/03/2019|76|79000000|DEC2019|2019-12
VISA - INTERNATIONAL|12/03/2019|1534|1826450000|DEC2019|2019-12
PLUS - LOCAL|12/03/2019|155|177200000|DEC2019|2019-12
PLUS - INTERNATIONAL|12/03/2019|2664|3379950000|DEC2019|2019-12
CIRRUS MASTER NON ISIS|12/03/2019|781|1008250000|DEC2019|2019-12
CIRRUS MASTER ISIS|12/03/2019|538|646450000|DEC2019|2019-12
VISA - LOCAL|12/04/2019|72|82650000|DEC2019|2019-12
VISA - INTERNATIONAL|12/04/2019|1424|1732050000|DEC2019|2019-12
PLUS - LOCAL|12/04/2019|174|210600000|DEC2019|2019-12
PLUS - INTERNATIONAL|12/04/2019|2662|3338850000|DEC2019|2019-12
CIRRUS MASTER NON ISIS|12/04/2019|778|949550000|DEC2019|2019-12
CIRRUS MASTER ISIS|12/04/2019|589|723750000|DEC2019|2019-12
VISA - LOCAL|12/05/2019|54|58100000|DEC2019|2019-12
VISA - INTERNATIONAL|12/05/2019|1509|1916350000|DEC2019|2019-12
PLUS - LOCAL|12/05/2019|183|196650000|DEC2019|2019-12
PLUS - INTERNATIONAL|12/05/2019|2815|3592000000|DEC2019|2019-12
CIRRUS MASTER NON ISIS|12/05/2019|844|1059400000|DEC2019|2019-12
CIRRUS MASTER ISIS|12/05/2019|688|844850000|DEC2019|2019-12
VISA - LOCAL|12/06/2019|84|84700000|DEC2019|2019-12
VISA - INTERNATIONAL|12/06/2019|1436|1678850000|DEC2019|2019-12
PLUS - LOCAL|12/06/2019|224|245150000|DEC2019|2019-12
PLUS - INTERNATIONAL|12/06/2019|2866|3543300000|DEC2019|2019-12
CIRRUS MASTER NON ISIS|12/06/2019|777|939950000|DEC2019|2019-12
CIRRUS MASTER ISIS|12/06/2019|676|769800000|DEC2019|2019-12
VISA - LOCAL|12/07/2019|60|65500000|DEC2019|2019-12
VISA - INTERNATIONAL|12/07/2019|1286|1463550000|DEC2019|2019-12
PLUS - LOCAL|12/07/2019|203|213100000|DEC2019|2019-12
PLUS - INTERNATIONAL|12/07/2019|2508|2908000000|DEC2019|2019-12
CIRRUS MASTER NON ISIS|12/07/2019|724|844250000|DEC2019|2019-12
CIRRUS MASTER ISIS|12/07/2019|673|741700000|DEC2019|2019-12
VISA - LOCAL|12/08/2019|72|55950000|DEC2019|2019-12
VISA - INTERNATIONAL|12/08/2019|1293|1457600000|DEC2019|2019-12
PLUS - LOCAL|12/08/2019|201|204350000|DEC2019|2019-12
PLUS - INTERNATIONAL|12/08/2019|2549|2824550000|DEC2019|2019-12
CIRRUS MASTER NON ISIS|12/08/2019|712|828600000|DEC2019|2019-12
CIRRUS MASTER ISIS|12/08/2019|588|583450000|DEC2019|2019-12
VISA - LOCAL|12/09/2019|82|79100000|DEC2019|2019-12
VISA - INTERNATIONAL|12/09/2019|1369|1633500000|DEC2019|2019-12
PLUS - LOCAL|12/09/2019|189|210250000|DEC2019|2019-12
PLUS - INTERNATIONAL|12/09/2019|2586|3231550000|DEC2019|2019-12
CIRRUS MASTER NON ISIS|12/09/2019|2158|2646350000|DEC2019|2019-12
CIRRUS MASTER ISIS|12/09/2019|1971|2181400000|DEC2019|2019-12
VISA - LOCAL|01/01/2020|38|38950000|JAN2020|2020-01
VISA - INTERNATIONAL|01/01/2020|1606|1684300000|JAN2020|2020-01
PLUS - LOCAL|01/01/2020|96|100100000|JAN2020|2020-01
PLUS - INTERNATIONAL|01/01/2020|2284|2708150000|JAN2020|2020-01
CIRRUS MASTER NON ISIS|01/01/2020|827|1054900000|JAN2020|2020-01
CIRRUS MASTER ISIS|01/01/2020|348|387600000|JAN2020|2020-01
VISA - LOCAL|01/02/2020|75|89850000|JAN2020|2020-01
VISA - INTERNATIONAL|01/02/2020|2098|2391750000|JAN2020|2020-01
PLUS - LOCAL|01/02/2020|163|183300000|JAN2020|2020-01
PLUS - INTERNATIONAL|01/02/2020|3107|3966050000|JAN2020|2020-01
CIRRUS MASTER NON ISIS|01/02/2020|1858|2401850000|JAN2020|2020-01
CIRRUS MASTER ISIS|01/02/2020|911|1077000000|JAN2020|2020-01
VISA - LOCAL|01/03/2020|74|77100000|JAN2020|2020-01
VISA - INTERNATIONAL|01/03/2020|1937|2292400000|JAN2020|2020-01
PLUS - LOCAL|01/03/2020|197|224750000|JAN2020|2020-01
PLUS - INTERNATIONAL|01/03/2020|3213|4097300000|JAN2020|2020-01
CIRRUS MASTER NON ISIS|01/03/2020|1085|1308500000|JAN2020|2020-01
CIRRUS MASTER ISIS|01/03/2020|699|891750000|JAN2020|2020-01
VISA - LOCAL|01/04/2020|66|68450000|JAN2020|2020-01
VISA - INTERNATIONAL|01/04/2020|1834|2228450000|JAN2020|2020-01
PLUS - LOCAL|01/04/2020|177|198450000|JAN2020|2020-01
PLUS - INTERNATIONAL|01/04/2020|3195|3836200000|JAN2020|2020-01
CIRRUS MASTER NON ISIS|01/04/2020|957|1225300000|JAN2020|2020-01
CIRRUS MASTER ISIS|01/04/2020|718|847500000|JAN2020|2020-01
VISA - LOCAL|01/05/2020|49|59500000|JAN2020|2020-01
VISA - INTERNATIONAL|01/05/2020|1711|1961800000|JAN2020|2020-01
PLUS - LOCAL|01/05/2020|187|190550000|JAN2020|2020-01
PLUS - INTERNATIONAL|01/05/2020|2721|3078050000|JAN2020|2020-01
CIRRUS MASTER NON ISIS|01/05/2020|855|1072450000|JAN2020|2020-01
CIRRUS MASTER ISIS|01/05/2020|521|573050000|JAN2020|2020-01
VISA - LOCAL|01/06/2020|67|65850000|JAN2020|2020-01
VISA - INTERNATIONAL|01/06/2020|1859|2313900000|JAN2020|2020-01
PLUS - LOCAL|01/06/2020|200|207800000|JAN2020|2020-01
PLUS - INTERNATIONAL|01/06/2020|3124|4096050000|JAN2020|2020-01
CIRRUS MASTER NON ISIS|01/06/2020|2792|3484300000|JAN2020|2020-01
CIRRUS MASTER ISIS|01/06/2020|1918|2215200000|JAN2020|2020-01
